「対応相手」と訳される交渉ごとを進めてゆく同格の担当者のことを何という？,カウンターパート
「漬物」を意味するポルトガル語が語源であるといわれる、甘酢に唐辛子を加えダイコンやカブなどの野菜を漬け込んだ食べ物は？,阿茶羅漬け
「鉄砲ギス」とも呼ばれる大型の白ギスのことを釣り人の間では、体の一部を使って何と呼ぶ？,ヒジタタキ
「東京おもちゃショー2012」にトヨタ自動車が参考出品し話題となった、子供でも運転できる電気自動車は？,Ｃａｍａｔｔｅ
「頓着をしない」という意味から来ている、物事を気に掛けないことを表す静岡の方言は？,とんじゃかない
「二回、あなたを拝む」という意味が込められている「ありがとうございます」に当たる沖縄の言葉といえば？,にふぇーでーびる
「白土三平フィールド・ノート」などの記事が連載されている1981年に創刊された小学館の月刊アウトドア雑誌は？,ＢＥ－ＰＡＬ
「飛び出す絵本」の世界に革命をもたらした「紙の魔術師」の異名を取るアメリカの絵本作家は？,ロバート・サブダ
「美食家のパセリ」とも呼ばれるスープや魚料理に使われるセリ科の野菜は？,セルフィーユ
「美白の女神」と呼ばれる素肌美研究家・中島香里がプロデュースする、「チェンジ」シリーズで有名な化粧品ブランドは？,クリスタルジェミー
「氷河」という意味がある2012年８月よりAmazon.comの子会社が開始した、企業向けのデータアーカイブサービスは？,Ｇｌａｃｉｅｒ
「磨き直す」という意味があるＰＣなどで中古品などをメーカーが回収整備し、それを明示した上で再販売した製品を指す言葉は？,リファビッシュ
「魅力にあふれた美人」という意味合いでも使われる、英語で女性の神を意味する単語は？,ＧＯＤＤＥＳＳ
「歴史文学賞」の主宰や雑誌「歴史読本」で知られる出版社といえばどこ？,新人物往来社
『QuickDraw』『HyperCard』等のソフトを開発し、初期Macintoshを牽引したプログラマーはビル・○○○○○○？,アトキンソン
『ウッドストック行最終バス』に始まる「モース警部」シリーズで有名なイギリスの推理作家は？,コリン・デクスター
『クリスマスに少女は還る』『愛おしい骨』などの作品で知られるアメリカのミステリー作家はキャロル・○○○○○？,オコンネル
『くろくんとふしぎなともだち』『そらまめくんのベッド』などの作品で知られる絵本作家は？,なかやみわ
『こびとづかん』などの作品で知られる絵本作家は？,なばたとしたか
『シャドー81』の１作だけでミステリ史に名を残したエジプト・アレキサンドリア出身の作家は？,ルシアン・ネイハム
『ターザン』や『英雄コナン』などの挿絵で、筋骨隆々の人物像を広めたイラストレーターはフランク・○○○○○？,フラゼッタ
『パナマの死闘』などイギリスの作家フォレスターの一連の作品に登場する「海の男」の名前は？,ホーンブロワー
『ビッグボーナス』『ビッグタイム』など、ギャンブルを題材とした小説で知られるミステリー作家は？,ハセベバクシンオー
『ふしぎなポケット』『ぞうさん』などの童謡の作詞を手がけた詩人は？,まど・みちお
『ぼくを探しに』『おおきな木』などの作品がある、歌手としても活動したアメリカの絵本作家はシェル・○○○○○○○○？,シルヴァスタイン
『ミシュランガイド東京・横浜・湘南2012』において、韓国料理店としては世界で初めて二つ星の評価を受けた東京・渋谷の店は？,モランボン
『リンゴ畑の四日間』や『鉄の町の少年』などの作品で知られる児童文学作家は？,国分一太郎
『機動戦士ガンダム』の世界観を取り入れた製品を販売しているバンダイが運営する、大人向けのメンズアパレルショップは？,ＳＴＲＩＣＴ－Ｇ
『孤剣』『刺客』『凶刃』と続編も発表された、青江又八郎を主人公とする藤沢周平の小説は？,用心棒日月抄
『黒死館殺人事件』『虚無への供物』とともに「日本探偵小説の三大奇書」とされる、夢野久作の小説は？,ドグラ・マグラ
『黒猫の三角』『魔剣天翔』など作家・森博嗣の「Ｖシリーズ」の小説で探偵役を務める人物は？,瀬在丸紅子
『骨と沈黙』などの作品に登場する、レジナルド・ヒルの推理小説で探偵役を務める警察官は「○○○○○警視」？,ダルジール
『砂の妖精』三部作や『宝さがしの子どもたち』などの作品で知られるイギリスの児童文学作家はイーディス・○○○○○？,ネズビット
『少年たんていブラウン』などの作品で知られるアメリカの児童文学者は？,ドナルド・ソボル
『真実の合奏』でデビューした作家・姉小路祐の一連の作品に登場する弁護士は？,朝日岳之助
『推定無罪』『立証責任』などのリーガルサスペンス小説で有名なアメリカの作家は？,スコット・トゥロー
『世界・ふしぎ発見！』のひとし君人形や、サルの「モンチッチ」を手がけたキャラクターデザイナーは？,ワシの良春
『日本の画家』という浮世絵研究書も出版しているイギリスの作家で、マーティン・ヒューイットが活躍する探偵小説で名高いのは？,アーサー・モリスン
『羊たちの沈黙』などレクター博士が登場するシリーズで知られるアメリカの人気作家は？,トマス・ハリス
12世紀前半のイングランドを舞台にした歴史ミステリー『修道士カドフェル』シリーズで有名なイギリスの作家は？,エリス・ピーターズ
1780年にパリで創業された皇帝ナポレオン１世の時代に御用達宝石商に指定されたことで有名なジュエリーブランドは？,ＣＨＡＵＭＥＴ
1851年にジョン・エマリーが創業した、レインコートでおなじみのイギリスの人気ファッションブランドは？,アクアスキュータム
1852年に設立された現存しないアメリカの自動車メーカーでレイモンド・ローウィのデザインした車を製造していたのは？,スチュードベーカー
1853年にアメリカのリゾート地サラトガスプリングズで、客の注文をヒントにポテトチップを考案したというコックは誰？,ジョージ・クラム
1853年にジョージ・クラムという料理人がポテトチップスを考案した、ニューヨーク州にあったレストランの名前は？,ムーンレイクロッジ
1861年にシュランベルグに設立されたドイツの時計メーカーで1989年に世界初の腕時計型電波時計を発売したのは？,ユンハンス
1876年にセントルイスで誕生したアンハイザー・ブッシュ社のビールの名前は？,Ｂｕｄｗｅｉｓｅｒ
1884年にギリシャ人のソティリオが創業した、イタリアの宝飾品ブランドは？,ＢＶＬＧＡＲＩ
1908年に赤ん坊を思わせるキャラクター「キューピー」を生み出した、アメリカの女性イラストレーターは？,ローズ・オニール
1909年発売開始という長い歴史を持つ、現在はサッポロ飲料から販売されている炭酸飲料は？,リボンシトロン
1910年にオーストリア人が創業した、ベルギー王室御用達であるチョコレート・スイーツのブランドといえば？,ヴィタメール
1913年に２枚のハンカチから今日のブラジャーの原型となったものを考案し、特許を取得したアメリカ人女性は？,マリー・ジャコブ
1916年にＢＭＷの前身となった航空機エンジンメーカー「ＢＦＷ ＡＧ社」を設立した実業家は？,グスタフ・オットー
1917年にこれを発明したドイツ人貴族の名前に由来する世界最初とされる自転車の名前は？,ドライジーネ
1921年にロンドンに誕生し世界規格の「バイブルサイズ」を考案した、システム手帳の代名詞ともなっているブランドは？,ファイロファックス
1925年に芦ノ湖に初めて放流された、ルアーフィッシングの対象として人気の淡水魚は？,ブラックバス
1926年、レオポルド・ゴリとカルロ・ズッキが設立したイタリアのゴールドジュエリーメーカーといえば？,ウノアエレ
1927年、イタリアのボローニャで人気ブランド「フルラ」を創業した実業家はアルド・○○○○○○？,フルラネット
1928年に起きた張作霖爆殺事件を題材とした、浅田次郎の小説は『○○○○○○○・リポート』？,マンチュリアン
1931年にリーペが創業した製図用のペンで世界的に知られるドイツのメーカーは？,ロットリング
1932年にこれを考案したアメリカの教育心理学者の名前がつけられたキーボードの配列は○○○○○○配列？,Ｄｖｏｒａｋ
1933年にアメリカのシカゴで創刊され、「世界最初の男性誌」ともいわれる雑誌といえば？,エスクァイア
1933年の小説『魔女の隠れ家』で初登場した、ディクスン・カーが生んだ探偵で、法学博士や哲学博士の肩書きを持つのは？,ギデオン・フェル
1934年に現れた男のお手伝いさんから来ている「苦しい生活に追い詰められた男性」をさす当時の流行語は？,ますらお派手夫
1936年、世界で最初にメタルフレームのザックを開発した、フランスを代表するアウトドアブランドは？,Ｌａｆｕｍａ
1937年に日本で初めて設置されたプラネタリウムは、ドイツの何という会社製のものだった？,カール・ツァイス
1951年に創業したダッフルコートで有名なイギリスのアパレルブランドは？,グローバーオール
1953年にアメリカで男性向けの成人誌「PLAYBOY」を創刊した実業家は？,ヒュー・ヘフナー
1953年に夫と共同でロンドンで事業を始めた女性の名前を冠したイギリスの老舗ブランドは？,ローラ・アシュレイ
1959年にイギリスのＢＭＣが発売した小型大衆車・Miniの設計者として知られる人物はアレック・○○○○○？,イシゴニス
1960年に台北市で誕生し現在は台湾のみならず日本にも支店を持つ、豚肉かけごはんの人気チェーン店は？,髭鬚張魯肉飯
1962年に東京で開催された日本ＳＦ大会の記念すべき第１回大会の愛称は？,ＭＥＧ－ＣＯＮ
1964年、世界で最初にコーナーソファを生み出したドイツの家具ブランドは？,ロルフベンツ
1964年にオープンした六本木交差点の待ち合わせスポットとして有名な喫茶店は？,ＡＬＭＯＮＤ
1965年にイタリア・トレヴィーゾで創業した、原色を生かしたデザインの製品で有名なイタリアのファッションブランドは？,ＢＥＮＥＴＴＯＮ
1966年、韓国人としてパリでのファッションショーを最初に開いたデザイナーは？,アンドレ・キム
1970年の夏がメインに描かれる村上春樹のデビュー作である小説は？,風の歌を聴け
1970年代に「ラップドレス」で一世を風靡したベルギー生まれのアメリカのデザイナーはダイアン・フォン・○○○○○○○○？,ファステンバーグ
1971年にロンドンで、２人のアメリカ人によって１号店がオープンした、アメリカンレストランのチェーンは？,ハードロックカフェ
1971年に井上大佑が発明した世界初のカラオケ機の名前は？,エイトジューク
1972年、高級時計として最初にステンレスを使用したオーデマ・ピゲのスポーツウォッチの名品は？,ロイヤルオーク
1974年、キリンが最初に発売したウイスキーの銘柄は？,ロバートブラウン
1974年にシフター夫妻がニューヨークで創業したナイロン素材のバッグで知られる「レスポ」と略すブランドは？,レスポートサック
1975年に、友人のポール・アレンと共にマイクロソフト社を創業したアメリカの実業家は？,ビル・ゲイツ
1975年にビル・ゲイツとマイクロソフトを創業した現在はＮＦＬのシーホークスのオーナーでもある実業家は？,ポール・アレン
1975年に発売された、「世界初の個人向けパソコン」と呼ばれる機械は「○○○○○○ 8800」？,Ａｌｔａｉｒ
1975年に発売された世界初の個人向けパソコン「Altair8800」を開発した、2010年に死去した技術者は？,エド・ロバーツ
1979年にニューヨークの夫妻が創刊したレストランガイドは？,ザガットサーベイ
1980年に雑誌「文學界」９月号に発表された村上春樹の中編小説は『○○○○○○○○○壁』？,街と、その不確かな
1980年代にソニーから発売されたパソコンに付けられたブランド名は？,ＨｉｔＢｉｔ
1981年にデンバーで創業した、日本にも店舗があるアメリカのサンドイッチチェーンは？,クイズノス・サブ
1981年に発売された世界初の持ち運び可能なマイクロコンピュータは「○○○○○○○１」？,Ｏｓｂｏｒｎｅ
1982年に明星食品が４種類の味で発売した、お湯を入れてから１分で食べられるカップ麺は？,Ｑｕｉｃｋ－１
1983年から2000年まで立風書房から発売されていた天文に関する月刊誌は？,スカイウオッチャー
1983年に刊行された村上春樹初の短編集は『中国行きの○○○○○○○』？,スロウ・ボート
1984年から2006年までリクルートから発行されていた月間の海外旅行情報誌は？,ＡＢ－ＲＯＡＤ
1984年に「第１回新語・流行語大賞」の新語部門・金賞を受賞した言葉は？,オシンドローム
1984年にフランス南西部で創業された、オーガニックティーや砂糖を使わないジャムで有名な老舗ブランドは？,サン・ダルフォー
1984年に第91回直木賞を受賞した、難波利三の小説のタイトルは？,てんのじ村
1986年に創刊した日之出出版が発行している男性ファッション雑誌は？,ＦＩＮＥＢＯＹＳ
1988年にブリヂストン社に買収された、アメリカのタイヤメーカーは？,ファイアストン
1988年に設立された「環ネットワーク株式会社」を前身とする有機野菜などの宅配業務で知られる企業は？,らでぃっしゅぼーや
1989年から展開している肌の「角層」「キメ」などをチェックして個別に対応するポーラの化粧品ブランドは？,アペックス・アイ
1989年にレディスブランド「ＺＵＣＣａ」を発表したデザイナーは？,小野塚秋良
1989年にロバート・ドナーが考案した、Microsoft Windowsに必ず収録されている地雷除去ゲームといえば？,マインスイーパー
1990年にポルシェが世界で初めて実用化したマニュアルモード付きＡＴで、世界中の自動車メーカーが数多く追随したものは？,ティプトロニック
1990年に創刊し、本物志向をベースに「食」の豊かさを追求する、日本初の本格的な食のエンターテインメント雑誌は？,ｄａｎｃｙｕ
1990年代にＪＲ東海が販売していた、「アマゾンの健康飲料」といえば？,タヒボベビータ
1990年代にイギリスで始まった乳幼児検診のたびに絵本を贈って赤ちゃんの本への親しみを促す運動は○○○○○○○運動？,ブックスタート
1991年から2010年までイタリアのイタリアの自動車メーカーフィアットの会長をつとめた実業家はルカ・○○○○○○○？,モンテツェモロ
1992年にロサンゼルスで設立された、「エナジー」シリーズのスニーカーで知られる人気ブランドは？,スケッチャーズ
1992年に刊行されベストセラーとなった中野孝次の著書は？,清貧の思想
1992年のベストセラーになったジャズバーを経営する主人公「僕」の一生を描き出した村上春樹の小説は？,国境の南、太陽の西
1993年の映画のタイトルから来ている、何度も最初の段階に戻ってしまう事態をさす言葉は○○○○○○○○・デー？,グラウンドホッグ
1994年にフランスで創業した素材にカシミアを使用したコレクションで有名なファッションブランドは？,ルシアンペラフィネ
1994年のオープンから若者たちの人気を集めたものの、2007年の元日に閉店した、東京・六本木の巨大ディスコといえば？,ｖｅｌｆａｒｒｅ
1996年に開催された第１回大会は日本の依田紀基九段が優勝した韓国で行われる囲碁の世界的なオープン大会は？,三星火災杯
1996年に登場したオリンパスのデジタルカメラのブランドといえば？,ＣＡＭＥＤＩＡ
1996年の「第６回ジャンプ小説・ノンフィクション大賞」で大賞を受賞した、作家・乙一のデビュー作は？,夏と花火と私の死体
1997年にＩＢＭのコンピュータ「Deep Blue」と戦い１勝２敗３引き分けで敗れた、当時のチェスの世界王者は？,ガルリ・カスパロフ
1997年に休刊した雑誌の誌名を引継ぎ2012年に創刊されたマガジンハウス社のクロスメディアマガジンは？,ｄａｃａｐｏ
1998年６月に開設されたコピーライターの糸井重里が主宰しているウェブサイトのタイトルは？,ほぼ日刊イトイ新聞
1998年から市場に投入されたインテル社の低価格パソコン向けＣＰＵのブランド名は？,Ｃｅｌｅｒｏｎ
1998年にセルゲイ・ブリンと共にGoogle社を設立したアメリカの実業家は？,ラリー・ペイジ
1999年に西村博之が開設したインターネット上で屈指の規模を誇る匿名掲示板群は？,２ちゃんねる
1999年に宝島社が創刊した10代の女性を対象にしたファッション雑誌は？,ＣＵＴｉＥ
19世紀に考案されたキー配列で現在、販売されている大部分のキーボードが採用しているのは○○○○○○配列？,ＱＷＥＲＴＹ
19世紀半ば頃に流行した、鯨のひげや針金を重ねて鳥かご状にして作る、スカートの広がりを支える下着の一種は？,クリノリン
１グラムで６リットルの水分を保持できるため化粧品やサプリメントに用いられる多糖類は？,ヒアルロン酸
１本で何通りにも使えることから「小さな道具箱」とも呼ばれるアーミーナイフが特に有名なスイスのナイフメーカーは？,ビクトリノックス
2002年にアメリカで創業されたカラフルな色のサンダルが人気の靴メーカーは？,クロックス
2002年にヒューレット・パッカード社に買収されたかつてパソコンの販売数世界一だったアメリカのメーカーは？,Ｃｏｍｐａｑ
2002年に販売が開始されたアメリカのiRobot社の全自動掃除機は？,Ｒｏｏｍｂａ
2003年にサービスが開始されたスウェーデン人のニコラス・センストロムらが開発したインターネット電話サービスは？,Ｓｋｙｐｅ
2003年に携帯電話用ＯＳを開発するAndroid社を設立したことから「Androidの父」と呼ばれるエンジニアは？,アンディ・ルービン
2003年に創刊され、その付録も人気がある、30代女性向けの宝島社のファッション誌は？,ＩｎＲｅｄ
2003年よりはじまった福井県丸岡町文化振興事業団などが主催する「日本一短い手紙のコンクール」は？,新一筆啓上賞
2004年に『介護入門』で第131回芥川賞を受賞した作家は？,モブ・ノリオ
2004年にダニー・ブロドルとエミリー・アルビサが創業したイギリスのファッションブランドは、パサレラ◯◯◯◯◯◯◯？,デススクアッド
2004年に有井製作所から社名を変更した、鉄道模型で有名なメーカーは？,マイクロエース
2005年に「ViVi」の姉妹誌として創刊され、2013年７月に休刊するまで講談社から刊行されていたファッション雑誌は？,ＧＬＡＭＯＲＯＵＳ
2005年に１度撤退したものの2009年６月に日本に再上陸した韓国生まれの検索サイトは？,ＮＡＶＥＲ
2005年秋に発売を開始したソニーの薄型テレビのブランドといえば？,ＢＲＡＶＩＡ
2006年、釜山に１号店ができた「美しい魔法の森」がテーマの韓国のコスメブランドは？,ＴＯＮＹＭＯＬＹ
2006年より阪神タイガースが展開しているファッションブランドは？,ＹＥＬＸＢＬＫ
2007年３月で終了した以前は「ポケットベル」といったＮＴＴドコモのサービスは？,クイックキャスト
2007年より運用されている災害などの際に緊急情報を伝達する「全国瞬時警報システム」の通称は？,Ｊ－ＡＬＥＲＴ
2008年12月に正式版がリリースされた、google社が開発したウェブブラウザは「Ｇｏｏｇｌｅ○○○○○○」？,Ｃｈｒｏｍｅ
2008年にサービスが開始されたパソコンなどと手軽にデータの共有・同期が出来るオンラインストレージサービスは？,Ｄｒｏｐｂｏｘ
2008年に合併買収により誕生したベルギーに本社を置く世界最大のビール会社はアンハイザー・ブッシュ・○○○○？,インベブ
2008年に北京五輪から飛び出しその後メディアで何度もリピートされた、競泳・北島康介選手の名言といえば？,なんも言えねえ
2009年、原宿に日本１号店が開店したハワイのハンバーガーチェーンは『○○○○○○○Bigger Burgers』？,ＴＥＤＤＹ'Ｓ
2009年12月、銀座に日本１号店がオープンした、アメリカの大手衣料チェーンは「○○○○○○○＆フィッチ」？,アバクロンビー
2009年12月、原宿に日本１号店がオープンした、「食べ物から生まれた化粧品」がコンセプトの韓国生まれのコスメブランドは？,ＳＫＩＮＦＯＯＤ
2009年３月、新宿に日本１号店がオープンした、ロサンゼルスのセレブ御用達といわれるアメリカ発祥のセレクトショップは？,ｋｉｔｓｏｎ
2009年４月にサービスが開始された、インターネット上で同じ属性のオタクを探せるコミュニティサイトは？,おたくま
2009年５月にサービスを開始した、「googleキラー」と呼ばれる検索エンジンは「○○○○○○○ Alpha」？,Ｗｏｌｆｒａｍ
2009年６月に発売された声優・中島愛の声を利用した音声合成ソフトは？,Ｍｅｇｐｏｉｄ
2009年７月22日に歌手の広瀬香美がWebサービス・Twitterで発し１日にしてネット上で大流行した言葉といえば？,ヒウィッヒヒー
2009年で生誕50周年を迎えた世界中で人気のキャラクター「トッポ・ジージョ」を生んだイタリアの人形演者は？,マリア・ペレゴ
2009年に『東京スポーツ』とタイアップした弁当などを発売し話題となった、群馬県に本社を置くコンビニエンスストアは？,セーブオン
2009年にUQコミュニケーションズが有料サービスが開始した、屋外でもＰＣでインターネット接続できる高速無線通信サービスは？,ＷｉＭＡＸ
2009年には映画化もされたタレント・みうらじゅんの高校時代を描いた自伝的小説は『色即○○○○○○○』？,ぜねれいしょん
2009年には長崎大学の浜田剛らが受賞した、ハードウェアやソフトウェアの開発で顕著な成果を挙げた者に与えられる賞は？,ゴードン・ベル賞
2009年にプラチナ萬年筆が復刻版を発売した、1915年に開発された日本初の実用的シャープペンシルといえば？,早川式繰出鉛筆
2009年にホンダが開発した誰でも簡単に乗ることができる一輪車タイプの１人用電動車は？,Ｕ３－Ｘ
2009年に三島由紀夫賞を受賞した前田司郎の小説は？,夏の水の半魚人
2009年に死去したイタリアの登山家で、自身の名を冠した世界的に有名な登山用品メーカーの創業者としても知られるのは？,リカルド・カシン
2009年に小説『東暁記』で「このミステリーがすごい！」大賞を受賞した作家は？,太朗想史郎
2009年に小説『白い紙』で、文學界新人賞を非漢字圏出身者として初めて受賞したイラン人女性はシリン・○○○○○？,ネザマフィ
2009年に賞金が200億円以上にもなり異常な人気となったイタリアの国営宝くじは「スーパー○○○○○」？,エナロット
2009年に日本文具大賞グランプリを受賞した、日本理化学工業の子供用お絵かきクレヨンは「○○○○○○○○12色」？,キットパスきっず
2009年に発売された、森永製菓の「チョコフレーク」を一口大に固めたお菓子は「チョコフレーク○○○○○○○」？,かたまりの幸せ
